
TRACE LEVEL = 2
   2.04s TraceLog.cpp  214: Command line: ""
  53.95s setup.cpp     898: CAM File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\BMW_M4_LMGT3_2023\1.15\BMW_M4_GT3.CAM
  53.95s setup.cpp     900: Default Livery: 31_25_WRT_WEC.dds
  53.95s setup.cpp     908: Upgrade File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\BMW_M4_LMGT3_2023\1.15\BMW_M4_GT3_UPGRADES.INI
  53.95s setup.cpp     916: Upgrade Type: AI Tweaks
  53.95s setup.cpp     918: 0: Sebring
  53.95s setup.cpp     918: 1: Sebring School
  53.95s setup.cpp     918: 2: Portimao
  53.95s setup.cpp     918: 3: Spa
  53.95s setup.cpp     918: 4: Le Mans
  53.95s setup.cpp     918: 5: Le Mans Mulsanne
  53.95s setup.cpp     918: 6: Monza
  53.95s setup.cpp     918: 7: Monza Curva Grande
  53.95s setup.cpp     918: 8: Fuji
  53.95s setup.cpp     918: 9: Fuji Classic
  53.95s setup.cpp     918: 10: Bahrain
  53.95s setup.cpp     918: 11: Bahrain Endurance
  53.95s setup.cpp     918: 12: Bahrain Outer
  53.95s setup.cpp     918: 13: Bahrain Paddock
  53.95s setup.cpp     918: 14: Imola
  53.95s setup.cpp     918: 15: COTA
  53.95s setup.cpp     918: 16: COTA National
  53.95s setup.cpp     918: 17: Interlagos
  53.95s setup.cpp     918: 18: Lusail
  53.95s setup.cpp     918: 19: Lusail Short
  53.95s setup.cpp     918: 20: Silverstone
  53.95s setup.cpp     918: 21: Paul Ricard
  53.95s setup.cpp     916: Upgrade Type: Estimates
  53.95s setup.cpp     918: 0: Sebring
  53.95s setup.cpp     918: 1: Sebring School
  53.95s setup.cpp     918: 2: Portimao
  53.95s setup.cpp     918: 3: Spa
  53.95s setup.cpp     918: 4: Le Mans
  53.95s setup.cpp     918: 5: Le Mans Mulsanne
  53.95s setup.cpp     918: 6: Monza
  53.95s setup.cpp     918: 7: Monza Curva Grande
  53.95s setup.cpp     918: 8: Fuji
  53.95s setup.cpp     918: 9: Fuji Classic
  53.95s setup.cpp     918: 10: Bahrain
  53.95s setup.cpp     918: 11: Bahrain Endurance
  53.95s setup.cpp     918: 12: Bahrain Outer
  53.95s setup.cpp     918: 13: Bahrain Paddock
  53.95s setup.cpp     918: 14: Imola
  53.95s setup.cpp     918: 15: Cota
  53.95s setup.cpp     918: 16: Cota National
  53.95s setup.cpp     918: 17: Interlagos
  53.95s setup.cpp     918: 18: Lusail
  53.95s setup.cpp     918: 19: Lusail Short
  53.95s setup.cpp     918: 20: Silverstone
  53.95s setup.cpp     918: 21: Paul Ricard
  53.95s setup.cpp     916: Upgrade Type: BOP
  53.95s setup.cpp     918: 0: Sebring
  53.95s setup.cpp     918: 1: Sebring School
  53.95s setup.cpp     918: 2: Portimao
  53.95s setup.cpp     918: 3: Spa
  53.95s setup.cpp     918: 4: Le Mans
  53.95s setup.cpp     918: 5: Le Mans Mulsanne
  53.95s setup.cpp     918: 6: Monza
  53.95s setup.cpp     918: 7: Monza Curva Grande
  53.95s setup.cpp     918: 8: Fuji
  53.95s setup.cpp     918: 9: Fuji Classic
  53.95s setup.cpp     918: 10: Bahrain
  53.95s setup.cpp     918: 11: Bahrain Endurance
  53.95s setup.cpp     918: 12: Bahrain Outer
  53.95s setup.cpp     918: 13: Bahrain Paddock
  53.95s setup.cpp     918: 14: Imola
  53.95s setup.cpp     918: 15: COTA
  53.95s setup.cpp     918: 16: COTA National
  53.95s setup.cpp     918: 17: Interlagos
  53.95s setup.cpp     918: 18: Lusail
  53.95s setup.cpp     918: 19: Lusail Short
  53.95s setup.cpp     918: 20: Silverstone
  53.95s setup.cpp     918: 21: Paul Ricard
  53.95s setup.cpp     916: Upgrade Type: Gear ratios
  53.95s setup.cpp     918: 0: Standard
  53.95s setup.cpp     918: 1: Le Mans
  53.95s setup.cpp     916: Upgrade Type: Atmos Conditions
  53.95s setup.cpp     918: 0: Standard Day
  53.95s setup.cpp     918: 1: Sebring
  53.95s setup.cpp     918: 2: Portimao
  53.95s setup.cpp     918: 3: Spa
  53.95s setup.cpp     918: 4: Le Mans
  53.95s setup.cpp     918: 5: Monza
  53.95s setup.cpp     918: 6: Fuji
  53.95s setup.cpp     918: 7: Bahrain
  53.95s setup.cpp     918: 8: Imola
  53.95s setup.cpp     918: 9: COTA
  53.95s setup.cpp     918: 10: Interlagos
  53.95s setup.cpp     918: 11: Qatar
  53.95s setup.cpp     918: 12: Silverstone
  53.95s setup.cpp     918: 13: Paul Ricard
  53.95s util.cpp      407: Current MAS Files:
  53.95s util.cpp      410: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\BMW_M4_LMGT3_2023\1.15\car-upgrade.mas
  53.95s util.cpp      410: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\BMW_M4_LMGT3_2023\1.14\car.mas
  53.95s util.cpp      410: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Core\Vehicles\Cmaps.mas
  53.95s util.cpp      410: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Core\Vehicles\Multicar.mas
  53.95s util.cpp      410: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Core\Vehicles\Vehicles.mas
  53.95s slot.cpp     2335: Upgrade List <Type: Installed (index)>:
  53.95s slot.cpp     2347: AI Tweaks: Spa (3)
  53.95s slot.cpp     2347: Estimates: Spa (3)
  53.95s slot.cpp     2347: BOP: Spa (3)
  53.95s slot.cpp     2347: Gear ratios: Standard (0)
  53.95s slot.cpp     2347: Atmos Conditions: Spa (3)
  54.42s ContentLoadi   90: LMU Warning : Texture is srgb while linear was expected by the stage/texture-flags: M4_LMGT3_INT_CARBON_MASK_ALB / M4_LMGT3_INT_CARBON_MASK_ALB 
  54.73s vehgfx.cpp   7563: VehGraphics::RenameLiveryMaterials
  54.73s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wccarbody found
  54.73s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wcwindshieldin found
  54.73s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wcwindshieldout found
  54.73s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wcdriver found
  54.73s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wchelmet found
  54.73s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wcextra0 found
  54.73s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wcextra1 found
  54.73s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wcextra3 found
  54.73s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wcextra4 found
  54.73s vehgfx.cpp    498: Entered AdjustVehicleLiveryMaterials
  54.73s jsonUtil.cpp  174: File: Unknown file is not a valid json!
  54.73s ContentLoadi   90: LMU Warning : File: Unknown file is in json5 format, was converted automatically to json but need to be fixed 
  54.73s ContentLoadi   90: LMU Warning : Cannot find vinylHeavyMedium parameters in StandardProps file 
  54.75s util.cpp     1229: Unable to adjust texture for material: wcwindshieldin_004, tex0=31_25_WRT_WECwindshieldin.dds, tex1=Misc\31_25_WRT_WECwindshieldin.dds, tex2=31_25_WRT_WECwindshieldin.dds
  54.75s util.cpp     1229: Unable to adjust texture for material: wcwindshieldout_004, tex0=31_25_WRT_WECwindshieldout.dds, tex1=Misc\31_25_WRT_WECwindshieldout.dds, tex2=31_25_WRT_WECwindshieldout.dds
  54.75s vehgfx.cpp    798: Exited AdjustVehicleLiveryMaterials
  54.78s ContentLoadi   90: LMU Warning : Texture is srgb while linear was expected by the stage/texture-flags: M4_LMGT3_HUDLED_ALB / M4_LMGT3_HUDLED_ALB 
  54.78s ContentLoadi   90: LMU Warning : Texture is srgb while linear was expected by the stage/texture-flags: M4_LMGT3_HUD_WARNING_ALBA / M4_LMGT3_HUD_WARNING_ALBA 
  54.78s ContentLoadi   90: LMU Warning : Texture is srgb while linear was expected by the stage/texture-flags: M4_LMGT3_PSL_ALBA.DDS / M4_LMGT3_PSL_ALBA 
  54.79s ContentLoadi   90: LMU Info : Parsing file: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\BMW_M4_LMGT3_2023\1.15\BMW_M4_GT3.HDV 
  54.79s ContentLoadi   90: LMU Warning : Failed to load 3 double values for: FWLiftHeightPlus 
  54.79s ContentLoadi   90: LMU Warning : Failed to load double for: RadiatorDrag 
  54.79s ContentLoadi   90: LMU Warning : Failed to load double for: RadiatorLift 
  54.79s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
  54.79s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
  54.79s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
  54.79s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
  54.79s garage.cpp   1477: Enforcing garage tire rules
  54.79s garage.cpp   1563: Enforced selection: 1/2, 1/2, 1/2, 1/2
  55.06s ContentLoadi   90: LMU Info : Parsing file: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\BMW_M4_LMGT3_2023\1.15\BMW_M4_GT3.HDV 
  55.06s ContentLoadi   90: LMU Warning : Failed to load 3 double values for: FWLiftHeightPlus 
  55.06s ContentLoadi   90: LMU Warning : Failed to load double for: RadiatorDrag 
  55.06s ContentLoadi   90: LMU Warning : Failed to load double for: RadiatorLift 
  55.06s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
  55.06s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
  55.06s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
  55.06s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
  55.06s garage.cpp   1477: Enforcing garage tire rules
  55.06s garage.cpp   1563: Enforced selection: 1/2, 1/2, 1/2, 1/2
  55.09s Texture.cpp   111: Failed to find FONTREAD.BMP / FONTREAD in mas files.
  55.09s ContentLoadi   90: LMU Warning : Could not find texture in mas files: FONTREAD.BMP / FONTREAD 
  55.09s vehgfx.cpp   3862: Exiting VehGraphics::Init()
  55.09s slot.cpp      564: sound init
  55.09s slot.cpp      587: CreateGeometries()
  55.14s slot.cpp      602: ResetRearViewInitialized()
  55.14s slot.cpp      615: Exited Slot::LoadGraphicsAndSound()
  55.14s slot.cpp      826: finished score init
  55.14s slot.cpp      842: finished pit and garage unassigning
  55.14s slot.cpp      867: finished activating vehicle with coll manager
  55.14s garageLoad.c 1616: Requested Setup: ai default for Vehicle The Bend Team WRT 2025 #31:WEC & Track SPAWEC. Found setup: GT3_M4_Balanced_Spa.svm
  55.14s slot.cpp      876: finished garage AutoLoadSingleSlot
  55.14s slot.cpp      897: finished replay participant timer, tl=0
  55.14s slot.cpp      906: Exited Slot::Init()
  55.14s slot.cpp      683: Entered Slot::Init(5)
  55.14s driver.cpp   3237: Initializing Driver
  55.14s slot.cpp      770: finished driver init, tl=0
  55.14s slot.cpp      509: Entered Slot::LoadGraphicsAndSound()
  55.17s slot.cpp      523: adding mas files
  55.17s slot.cpp      554: pit init
  55.20s Masfile.cpp  2603: Error opening MAS file layoutspaend.mas
  55.20s slot.cpp      559: graphics init
  55.20s vehgfx.cpp   2686: Entered VehGraphics::Init()
  55.20s setup.cpp     872: Logging Vehicle: TF Sport 2025 #33:WEC
  55.20s setup.cpp     875: Component Name: Corvette_Z06GT3R_2023
  55.20s setup.cpp     877: Component Version: 1.17
  55.20s setup.cpp     879: Component Sig: d927a51c3a6f1a95001e09be7f0407200262e2c5b84b4ae160c1adde20903217
  55.20s setup.cpp     881: Team Mas File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\Corvette_Z06GT3R_2023\1.17\car-upgrade.mas
  55.20s setup.cpp     884: VEH File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\Corvette_Z06GT3R_2023\1.17\33_25_TFSP9C2F26A0.VEH
  55.20s setup.cpp     886: HDV File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\Corvette_Z06GT3R_2023\1.17\CCZ06GT3R24.HDV
  55.20s setup.cpp     888: Head File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\Corvette_Z06GT3R_2023\1.17\HEADPHYSICS_GT.INI
  55.20s setup.cpp     890: SFX File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\Corvette_Z06GT3R_2023\1.17\CCZ06GT3R24-SND.JSON
  55.20s setup.cpp     892: Cockpit File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\Corvette_Z06GT3R_2023\1.17\CCZ06GT3R24_COCKPITINFO.INI
  55.20s setup.cpp     894: Gen File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\Corvette_Z06GT3R_2023\1.17\CCZ06GT3R24.GEN
  55.20s setup.cpp     896: Spinner Gen File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\Corvette_Z06GT3R_2023\1.17\CCZ06GT3R24.GEN
  55.20s setup.cpp     898: CAM File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\Corvette_Z06GT3R_2023\1.17\CCZ06GT3R24.CAM
  55.20s setup.cpp     900: Default Livery: 33_25_TFSPORT_WEC.dds
  55.20s setup.cpp     908: Upgrade File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\Corvette_Z06GT3R_2023\1.17\CCZ06GT3R24_UPGRADES.INI
  55.20s setup.cpp     916: Upgrade Type: AI Tweaks
  55.20s setup.cpp     918: 0: Sebring
  55.20s setup.cpp     918: 1: Sebring School
  55.20s setup.cpp     918: 2: Portimao
  55.20s setup.cpp     918: 3: Spa
  55.20s setup.cpp     918: 4: Le Mans
  55.20s setup.cpp     918: 5: Le Mans Mulsanne
  55.20s setup.cpp     918: 6: Monza
  55.20s setup.cpp     918: 7: Monza Curva Grande
  55.20s setup.cpp     918: 8: Fuji
  55.20s setup.cpp     918: 9: Fuji Classic
  55.20s setup.cpp     918: 10: Bahrain
  55.20s setup.cpp     918: 11: Bahrain Endurance
  55.20s setup.cpp     918: 12: Bahrain Outer
  55.20s setup.cpp     918: 13: Bahrain Paddock
  55.20s setup.cpp     918: 14: Imola
  55.20s setup.cpp     918: 15: COTA
  55.20s setup.cpp     918: 16: COTA National
  55.20s setup.cpp     918: 17: Interlagos
  55.20s setup.cpp     918: 18: Lusail
  55.20s setup.cpp     918: 19: Lusail Short
  55.20s setup.cpp     918: 20: Silverstone
  55.20s setup.cpp     918: 21: Paul Ricard
  55.20s setup.cpp     916: Upgrade Type: Estimates
  55.20s setup.cpp     918: 0: Sebring
  55.20s setup.cpp     918: 1: Sebring School
  55.20s setup.cpp     918: 2: Portimao
  55.20s setup.cpp     918: 3: Spa
  55.20s setup.cpp     918: 4: Le Mans
  55.20s setup.cpp     918: 5: Le Mans Mulsanne
  55.20s setup.cpp     918: 6: Monza
  55.20s setup.cpp     918: 7: Monza Curva Grande
  55.20s setup.cpp     918: 8: Fuji
  55.20s setup.cpp     918: 9: Fuji Classic
  55.20s setup.cpp     918: 10: Bahrain
  55.20s setup.cpp     918: 11: Bahrain Endurance
  55.20s setup.cpp     918: 12: Bahrain Outer
  55.20s setup.cpp     918: 13: Bahrain Paddock
  55.20s setup.cpp     918: 14: Imola
  55.20s setup.cpp     918: 15: Cota
  55.20s setup.cpp     918: 16: Cota National
  55.20s setup.cpp     918: 17: Interlagos
  55.20s setup.cpp     918: 18: Lusail
  55.20s setup.cpp     918: 19: Lusail Short
  55.20s setup.cpp     918: 20: Silverstone
  55.20s setup.cpp     918: 21: Paul Ricard
  55.20s setup.cpp     916: Upgrade Type: BOP
  55.20s setup.cpp     918: 0: Sebring
  55.20s setup.cpp     918: 1: Sebring School
  55.20s setup.cpp     918: 2: Portimao
  55.20s setup.cpp     918: 3: Spa
  55.20s setup.cpp     918: 4: Le Mans
  55.20s setup.cpp     918: 5: Le Mans Mulsanne
  55.20s setup.cpp     918: 6: Monza
  55.20s setup.cpp     918: 7: Monza Curva Grande
  55.20s setup.cpp     918: 8: Fuji
  55.20s setup.cpp     918: 9: Fuji Classic
  55.20s setup.cpp     918: 10: Bahrain
  55.20s setup.cpp     918: 11: Bahrain Endurance
  55.20s setup.cpp     918: 12: Bahrain Outer
  55.20s setup.cpp     918: 13: Bahrain Paddock
  55.20s setup.cpp     918: 14: Imola
  55.20s setup.cpp     918: 15: COTA
  55.20s setup.cpp     918: 16: COTA National
  55.20s setup.cpp     918: 17: Interlagos
  55.20s setup.cpp     918: 18: Lusail
  55.20s setup.cpp     918: 19: Lusail Short
  55.20s setup.cpp     918: 20: Silverstone
  55.20s setup.cpp     918: 21: Paul Ricard
  55.20s setup.cpp     916: Upgrade Type: Gear ratios
  55.20s setup.cpp     918: 0: Standard
  55.20s setup.cpp     918: 1: Le Mans
  55.20s setup.cpp     916: Upgrade Type: Atmos Conditions
  55.20s setup.cpp     918: 0: Standard Day
  55.20s setup.cpp     918: 1: Sebring
  55.20s setup.cpp     918: 2: Portimao
  55.20s setup.cpp     918: 3: Spa
  55.20s setup.cpp     918: 4: Le Mans
  55.20s setup.cpp     918: 5: Monza
  55.20s setup.cpp     918: 6: Fuji
  55.20s setup.cpp     918: 7: Bahrain
  55.20s setup.cpp     918: 8: Imola
  55.20s setup.cpp     918: 9: COTA
  55.20s setup.cpp     918: 10: Interlagos
  55.20s setup.cpp     918: 11: Qatar
  55.20s setup.cpp     918: 12: Silverstone
  55.20s setup.cpp     918: 13: Paul Ricard
  55.20s util.cpp      407: Current MAS Files:
  55.20s util.cpp      410: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\Corvette_Z06GT3R_2023\1.17\car-upgrade.mas
  55.20s util.cpp      410: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\Corvette_Z06GT3R_2023\1.16\car.mas
  55.20s util.cpp      410: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Core\Vehicles\Cmaps.mas
  55.20s util.cpp      410: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Core\Vehicles\Multicar.mas
  55.20s util.cpp      410: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Core\Vehicles\Vehicles.mas
  55.20s slot.cpp     2335: Upgrade List <Type: Installed (index)>:
  55.20s slot.cpp     2347: AI Tweaks: Spa (3)
  55.20s slot.cpp     2347: Estimates: Spa (3)
  55.20s slot.cpp     2347: BOP: Spa (3)
  55.20s slot.cpp     2347: Gear ratios: Standard (0)
  55.20s slot.cpp     2347: Atmos Conditions: Spa (3)
  55.28s Texture.cpp   111: Failed to find RAINDROPMAP / RAINDROPMAP in mas files.
  55.28s ContentLoadi   90: LMU Warning : Could not find texture in mas files: RAINDROPMAP / RAINDROPMAP 
  55.67s ContentLoadi   90: LMU Warning : Texture is srgb while linear was expected by the stage/texture-flags: C8GT3_INT_CARBON_DCA / C8GT3_INT_CARBON_DCA 
  56.07s vehgfx.cpp   7563: VehGraphics::RenameLiveryMaterials
  56.07s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wccarbody found
  56.07s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wcwindshieldin found
  56.07s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wcwindshieldout found
  56.07s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wcdriver found
  56.07s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wchelmet found
  56.07s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wcextra1 found
  56.07s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wcextra3 found
  56.07s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wcextra4 found
  56.07s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wcextra7 found
  56.07s vehgfx.cpp    498: Entered AdjustVehicleLiveryMaterials
  56.07s ContentLoadi   90: LMU Warning : Cannot find vinylHeavyMedium parameters in StandardProps file 
  56.07s util.cpp     1229: Unable to adjust texture for material: wcwindshieldin_005, tex0=33_25_TFSPORT_WECwindshieldin.dds, tex1=Misc\33_25_TFSPORT_WECwindshieldin.dds, tex2=33_25_TFSPORT_WECwindshieldin.dds
  56.07s util.cpp     1229: Unable to adjust texture for material: wcwindshieldout_005, tex0=33_25_TFSPORT_WECwindshieldout.dds, tex1=Misc\33_25_TFSPORT_WECwindshieldout.dds, tex2=33_25_TFSPORT_WECwindshieldout.dds
  56.07s util.cpp     1229: Unable to adjust texture for material: wcextra7_005, tex0=33_25_TFSPORT_WECextra7.dds, tex1=Misc\33_25_TFSPORT_WECextra7.dds, tex2=33_25_TFSPORT_WECextra7.dds
  56.07s vehgfx.cpp    798: Exited AdjustVehicleLiveryMaterials
  56.11s ContentLoadi   90: LMU Warning : Texture is srgb while linear was expected by the stage/texture-flags: C8GT3_RPM_BAR_ALB / C8GT3_RPM_BAR_ALB 
  56.11s ContentLoadi   90: LMU Warning : Texture is srgb while linear was expected by the stage/texture-flags: C8GT3_HUD_ABS_BAR_ALBA / C8GT3_HUD_ABS_BAR_ALBA 
  56.11s ContentLoadi   90: LMU Warning : Texture is srgb while linear was expected by the stage/texture-flags: C8GT3_HUD_TEMPERATURES_ALB / C8GT3_HUD_TEMPERATURES_ALB 
  56.11s ContentLoadi   90: LMU Warning : Texture is srgb while linear was expected by the stage/texture-flags: C8GT3_HUD_LOWFUEL_ALBA / C8GT3_HUD_LOWFUEL_ALBA 
  56.11s ContentLoadi   90: LMU Warning : Texture is srgb while linear was expected by the stage/texture-flags: C8GT3_PITICON_ALB.DDS / C8GT3_PITICON_ALB 
  56.11s ContentLoadi   90: LMU Info : Parsing file: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\Corvette_Z06GT3R_2023\1.17\CCZ06GT3R24.HDV 
  56.12s ContentLoadi   90: LMU Warning : Failed to load 3 double values for: FWLiftHeightPlus 
  56.12s ContentLoadi   90: LMU Warning : Failed to load double for: RadiatorDrag 
  56.12s ContentLoadi   90: LMU Warning : Failed to load double for: RadiatorLift 
  56.12s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
  56.12s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
  56.12s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
  56.12s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
  56.12s garage.cpp   1477: Enforcing garage tire rules
  56.12s garage.cpp   1563: Enforced selection: 1/2, 1/2, 1/2, 1/2
  56.29s ContentLoadi   90: LMU Info : Parsing file: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\Corvette_Z06GT3R_2023\1.17\CCZ06GT3R24.HDV 
  56.29s ContentLoadi   90: LMU Warning : Failed to load 3 double values for: FWLiftHeightPlus 
  56.29s ContentLoadi   90: LMU Warning : Failed to load double for: RadiatorDrag 
  56.29s ContentLoadi   90: LMU Warning : Failed to load double for: RadiatorLift 
  56.29s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
  56.29s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
  56.29s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
  56.29s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
  56.29s garage.cpp   1477: Enforcing garage tire rules
  56.29s garage.cpp   1563: Enforced selection: 1/2, 1/2, 1/2, 1/2
  56.32s Texture.cpp   111: Failed to find FONTREAD.BMP / FONTREAD in mas files.
  56.32s ContentLoadi   90: LMU Warning : Could not find texture in mas files: FONTREAD.BMP / FONTREAD 
  56.32s vehgfx.cpp   3862: Exiting VehGraphics::Init()
  56.32s slot.cpp      564: sound init
  56.32s slot.cpp      587: CreateGeometries()
  56.32s ContentLoadi   90: LMU Warning : Texture is linear while srgb was expected by the stage/texture-flags: C8GT3_EXT_BODY_AOS / C8GT3_EXT_BODY_AOS 
  56.37s slot.cpp      602: ResetRearViewInitialized()
  56.37s slot.cpp      615: Exited Slot::LoadGraphicsAndSound()
  56.37s slot.cpp      826: finished score init
  56.37s slot.cpp      842: finished pit and garage unassigning
  56.37s slot.cpp      867: finished activating vehicle with coll manager
  56.37s garageLoad.c 1616: Requested Setup: ai default for Vehicle TF Sport 2025 #33:WEC & Track SPAWEC. Found setup: GT3_Z06GT3R_Balanced_Spa.svm
  56.37s slot.cpp      876: finished garage AutoLoadSingleSlot
  56.37s slot.cpp      897: finished replay participant timer, tl=0
  56.37s slot.cpp      906: Exited Slot::Init()
  56.37s slot.cpp      683: Entered Slot::Init(6)
  56.37s driver.cpp   3237: Initializing Driver
  56.37s slot.cpp      770: finished driver init, tl=0
  56.37s slot.cpp      509: Entered Slot::LoadGraphicsAndSound()
  56.37s slot.cpp      523: adding mas files
  56.37s slot.cpp      554: pit init
  56.40s Masfile.cpp  2603: Error opening MAS file layoutspaend.mas
  56.40s slot.cpp      559: graphics init
  56.40s vehgfx.cpp   2686: Entered VehGraphics::Init()
  56.40s setup.cpp     872: Logging Vehicle: Team WRT 2025 #46:WEC
  56.40s setup.cpp     875: Component Name: BMW_M4_LMGT3_2023
  56.40s setup.cpp     877: Component Version: 1.15
  56.40s setup.cpp     879: Component Sig: 3eed8d342e132a15346573c881b18c67296dd40b2df37ea8865bed562404c238
  56.40s setup.cpp     881: Team Mas File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\BMW_M4_LMGT3_2023\1.15\car-upgrade.mas
  56.40s setup.cpp     884: VEH File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\BMW_M4_LMGT3_2023\1.15\46_25_WRT_596F2E7B.VEH
  56.40s setup.cpp     886: HDV File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\BMW_M4_LMGT3_2023\1.15\BMW_M4_GT3.HDV
  56.40s setup.cpp     888: Head File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\BMW_M4_LMGT3_2023\1.15\HEADPHYSICS_GT.INI
  56.40s setup.cpp     890: SFX File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\BMW_M4_LMGT3_2023\1.15\BMW_M4_GT3-SND.JSON
